"CONTEXT", "ID", "TEXT"
"news:CHECKPOINT_SUCCESS","Analysts Upbeat","Analisis Menunjukkan Hasil Positif"
"news:CHECKPOINT_SUCCESS","Increased Trade And Cooperation Predicted","Perdagangan Dan Kerjasama Diprediksi Meningkat"
"news:FIRST_TERRORISTS","Terrorists Strike At Grestin!","Teroris Menyerang Grestin!"
"news:FIRST_TERRORISTS","Kolechian Agitators Suspected.","Diduga Dilakukan Oleh Agitator Kolechia."
"news:FIRST_TERRORISTS","Checkpoint Lockdown","Penjagaan Pos Diperketat"
"news:FIRST_TERRORISTS","More Guards - More Scrutiny","Lebih Banyak Penjaga - Keamanan Ditingkatkan"
"news:BLACKMARKET_EXPLODES","Blackmarket Activity Explodes","Aktivitas Pasar Gelap Meledak"
"news:BLACKMARKET_EXPLODES","Government Blames Lax Immigration Controls","Pemerintah Menyalahkan Kontrol Imigrasi yang Longgar"
"news:BLACKMARKET_EXPLODES","Checkpoint Expansion Postponed","Ekspansi Pos Ditunda"
"news:WORKPERMIT_FIRST","Jobs Few, Becoming Fewer","Lapangan Pekerjaan Semakin Sedikit"
"news:WORKPERMIT_FIRST","Immigrants Taking Jobs From Locals","Imigran Mengambil Pekerjaan Dari Penduduk Lokal"
"news:KOLECHIA_COMPLAINS_SEARCH","Kolechian Leader Files Complaint","Pemimpin Kolechia Mengirimkan Komplain"
"news:KOLECHIA_COMPLAINS_SEARCH","Claims Unprovoked Border Searches Violate Rights","Mengklaim Kalau Pencarian di Pos yang Tak Beralasan Melawan HAM"
"news:AFTER_SUICIDE_BOMBER","Another Attack At Grestin Checkpoint!","Pos Grestin Diserang Kembali!"
"news:AFTER_SUICIDE_BOMBER","Suicide Bomber Slips Through Security","Pelaku Bom Bunuh Diri Melewati Keamanan"
"news:GENERIC_BOMBER","Grestin Suffers Another Border Attack","Grestin Menderita karena Serangan Pos"
"news:GENERIC_BOMBER","Suicide Bombings Becoming Routine","Bom Bunuh Diri menjadi Rutinitas"
"news:PIMP_BUSTED","Human Trafficking Ring Shut Down!","Perdagangan Manusia Telah Mati!"
"news:PIMP_BUSTED","Grestin Checkpoint Officer Nabs Mastermind","Petugas Pos Grestin Menangkap Dalangnya"
"news:PIMP_ESCAPED","Dancers At Grestin Club Found Dead!","Penari di Klub Grestin Ditemukan Meninggal!"
"news:PIMP_ESCAPED","Newly Immigrated Girls Victims Of Human Trafficking","Perempuan yang Baru Datang Menjadi Korban Perdagangan Manusia"
"news:KILLERATHLETE","Republian Track Star Wanted For Murder!","Dicari Bintang Trek Republia Karena Pembunuhan!"
"news:KILLERATHLETE","Vince Lestrade's Whereabouts Unknown - Has Likely Fled Republia","Keberadaan Vince Lestrade Tak Jelas - Kemungkinan Kabur Dari Republia"
"news:KILLERATHLETE","Vince Lestrade: Profile","Profil Vince Lestrade"
"news:KILLERATHLETE","Girlfriend Killed In Jealous Rage?","Pacar Dibunuh Karena Cemburu?"
"news:KILLERATHLETE_DETAINED","Vince Lestrade Apprehended In Grestin!","Vince Lestrade Ditangkap Di Grestin!"
"news:KILLERATHLETE_DETAINED","Track Champ Looks Quite Guilty Now","Juara Trek Terlihat Bersalah Saat Ini"
"news:KILLERATHLETE_APPROVED","Vince Lestrade Spotted in Arstotzka","Vince Lestrade Terlihat Di Arstotzka"
"news:KILLERATHLETE_DENIED","Vince Lestrade Apprehended In Kolechia!","Vince Lestrade Ditangkap Di Kolechia!"
"news:DIPLOMAT_FIRST","Kolechia Sends Top-Level Diplomat","Kolechia Mengirimkan Diplomat Tingkat Tinggi"
"news:DIPLOMAT_FIRST","Normalizing Trade Top Issue","Menormalkan Isu Hangat Tentang Perdagangan"
"news:BUSTED_SPY","Top-level Kolechian Exposed as Arstotzkan Spy!","Pejabat Kolechia Menyamar Sbg Mata-Mata Arstotzka!"
"news:BUSTED_SPY","Missing From Post, Presumed Dead","Hilang Dari Pos, Diduga Meninggal"
"news:BUSTED_SPY_GAVEREALDOCS","Kolechia Cleans House - Eliminates Arstotzkan Spies","Kolechia Melenyapkan Mata-Mata Arstotzka"
"news:BUSTED_SPY_GAVEREALDOCS","Heroic Agents Compromised","Agen yang Heroik Terbongkar"
"news:BUSTED_SPY_GAVEFAKEDOCS","Kolechia Cleans House - Attacks Its Own!","Kolechia Menyerang Mata-Mata Sendiri!"
"news:BUSTED_SPY_GAVEFAKEDOCS","Round Of Disappearances Blamed On Faulty Evidence","Kehilangan Bertahap Disebabkan Bukti Salah"
"news:FORGERY_NEWS","Theft At Ministry Of Admission!","Pencuri di Kementerian Imigrasi!"
"news:FORGERY_NEWS","Limited Effects - Few Items Stolen","Efek Tidak Besar - Beberapa Benda Dicuri"
"news:SECRET_SOCIETY","The History of Arstotzka","Sejarah Arstotzka"
"news:SECRET_SOCIETY","In Pictures and Words - Mostly Words","Dalam Gambar dan Kata - Kebanyakan Kata"
"news:CRIMINAL_ACTIVITY","A Criminal's Safe Haven","Kriminal Aman Oleh Suaka"
"news:CRIMINAL_ACTIVITY","Arstotzka Earns Dubious Reputation","Arstotzka Mendapat Reputasi yang Diragukan"
"news:LOSING_GUARDS","Ministries Fight Over Staff","Kementerian Melawan Staff"
"news:LOSING_GUARDS","Qualified Guards, Soldiers In Demand","Penjaga Terlatih, Prajurit Dibutuhkan"
"news:LOSING_GUARDS","Consolidation, Reassignment At Border","Konsolidasi, Penugasan Kembali di Pos"
"news:LOSING_GUARDS","Still Safe With Smaller Detail?","Apakah Tetap Aman Dengan Detil yang Makin Sedikit?"
"news:RUNNER_AFTER_TRANQ","Grestin Incident Highlights Security Risks","Insiden Grestin Menandai Resiko Keamanan"
"news:RUNNER_AFTER_TRANQ","Further Breaches Predicted","Diprediksi Akan Terjadi Penerobosan Seterusnya"
"news:BIKE_ATTACK","Daring Bike Attack At Grestin Checkpoint!","Pengendara Motor Menyerang Pos Grestin!"
"news:BIKE_ATTACK","Extremists Growing Bolder - Grestin Like Magnet","Ekstremis Berkembang Pesat - Grestin Seperti Magnet"
"news:BORDER_TARGETED","Can The Wall Hold?","Bisakah Tembok Bertahan?"
"news:BORDER_TARGETED","Border Safety Continually Questioned","Keamanan Perbatasan Masih Dipertanyakan"
"news:BIKERUNNER_NEWS","Coordinated Border Breach!","Penyerangan Berencana ke Perbatasan!"
"news:BIKERUNNER_NEWS","Unknown Assailants Swamp Security","Penyerang Anonim Menenggelamkan Keamanan"
"news:NOSY_JOURNALIST_APPROVED","Arstotzka's Frail Border","Pos Perbatasan Arstotzka Yang Lemah"
"news:NOSY_JOURNALIST_APPROVED","United Fed Reporter Exposes Lax Protocols","Wartawan dari Federasi Serikat menunjukkan longgarnya aturan"
"news:NOSY_JOURNALIST_DENIED","Arstotzka's Iron Border","Pos Perbatasan Arstotzka Yang Kuat"
"news:NOSY_JOURNALIST_DENIED","Int. Media Reveals Entry Visa Bias","Media Intl. Menunjukkan Keharusan Menggunakan Visa Masuk"
"news:IDSUPPLEMENT_INTRO","Another Bomber Slips Through!","Pengebom Kembali Menyelinap Masuk!"
"news:IDSUPPLEMENT_INTRO","Immigrant Screening Falls Short","Penyaringan Imigran Semakin Rendah"
"news:IDSUPPLEMENT_INTRO","M.O.A. Gets New Director","Kementrian Imigrasi Mendapat Menteri Baru"
"news:IDSUPPLEMENT_INTRO","Stricter Protocols Promised at Border","Dijanjikan Akan Memperketat Aturan di Perbatasan"
"news:WHISTLEBLOWER_SETUP0","Antegria Domestic Spying Exposed!","Mata-Mata Domestik Antegria Terlihat!"
"news:WHISTLEBLOWER_SETUP0","Whistleblower On The Run","Informan Yang Kabur"
"news:WHISTLEBLOWER_SETUP1","Antegrian Whistleblower Denied Asylum In Republia","Suaka Informan Antegria Ditolak di Republia"
"news:WHISTLEBLOWER_SETUP2","Antegrian Whistleblower Turned Away From United Fed","Informan Antegria Diusir Dari Federasi Serikat"
"news:WHISTLEBLOWER_COMING","Antegrian Whistleblower Accepted By Arstotzka","Informan Antegria Diterima Arstotzka"
"news:WHISTLEBLOWER_COMING","Move Risks Angering Neighbors","Beresiko Memicu Kemarahan Penduduk"
"news:WHISTLEBLOWER_IN","Antegrian Whistleblower Arrives - Disappears Immediately","Informan Antegria Muncul - Langsung Menghilang"
"news:WHISTLEBLOWER_OUT","Antegrian Whistleblower Turned Away - Whereabouts Unknown","Informan Antegria Diusir - Keberadaan Tidak Diketahui"
"news:IMPOR_UNHAPPY","Impor Protests Unbalanced Trade Restrictions","Impor Protes Karena Batasan Dagang Tak Seimbang"
"news:IMPOR_UNHAPPY","Claims Arstotzka Unfairly Taxes Imporian Goods","Mengklaim Arstotzka Menaikkan Tarif Pajak Barang dari Impor"
"news:IMPOR_SANCTIONS_START","Impor Begins Trade Sanctions!","Impor Memulai Persetujuan Perdagangan!"
"news:IMPOR_SANCTIONS_START","Immediately Restricts All Imports From Arstotzka","Langsung Membatasi Barang Import dari Arstotzka"
"news:IMPOR_SANCTIONS_END","Impor Sanctions End!","Persetujuan Impor Selesai!"
"news:IMPOR_SANCTIONS_END","Over So Fast? What Happened?","Selesai dengan Cepat? Apa yang Terjadi?"
"news:SURGERY_SETUP","Breakthrough Spinal Surgery Perfected","Terobosan Baru Bedah Tulang Belakang"
"news:SURGERY_SETUP","Only Possible With Arstotzkan Expertise","Hanya Bisa Dilakukan Oleh Ahli dari Arstotzka"
"news:VIRUS_PRIMER","Polio Resurfaces In United Fed","Polio Menyebar di Federasi Serikat"
"news:VIRUS_PRIMER","Isolated Diagnosis Or Something More?","Diagnosa Kecil atau Sesuatu yang Lebih?"
"news:VIRUS_BAN_UNITED_FED","Full-blown Epidemic Threatens United Fed!","Epidemik Menyeluruh Menyerang Federasi Serikat!"
"news:VIRUS_BAN_UNITED_FED","Previously Under Control, Polio Back With Vengeance","Sebelumnya Dapat Dikontrol, Polio Kembali Untuk Balas Dendam"
"news:VIRUS_REQUIRE_CERT","Ministry of Health Acts To Protect Citizens","Menteri Kesehatan Bertindak Untuk Melindungi Warga"
"news:VIRUS_REQUIRE_CERT","New Policy, Safeguards At Borders","Aturan Baru, Perbatasan Dijamin"
"news:SERIAL_KILLER","Serial Child Killer Escapes United Fed Prison!","Pembunuh Berantai Kabur dari Penjara Fed. Serikat!"
"news:SERIAL_KILLER","Simon Wens: An Arstotzkan Native - Returning Home?","Simon Wens: Warga Asli Arstotzka - Pulang ke Kampung Halaman?"
"news:SERIAL_KILLER_MURDERED","Bloody Scene In Gennistora!","Peristiwa Berdarah di Gennistora!"
"news:SERIAL_KILLER_MURDERED","Simon Wens Found Dead In Confusing Mess","Simon Wens Ditemukan Meninggal di Ruang Makan"
"news:EZIC_ATTACK0","Grestin Metro Halted","Grestin Metro Dihentikan"
"news:EZIC_ATTACK0","Tunnel Cave-in, Hints At Sabotage","Runtuhnya Terowongan, Diduga Sabotase"
"news:EZIC_ATTACK1_GIFT","Gov't Headquarters In Paradizna Evacuated!","Kantor Pemerintah di Paradizna Dievakuasi!"
"news:EZIC_ATTACK1_GIFT","Strange Gas Detected - Staff Safe, Records Missing","Gas Aneh Terdeteksi - Staff Aman, Catatan Hilang"
"news:EZIC_ATTACK1_NOGIFT","Head Minister Of Finance Missing!","Menteri Keuangan Hilang!"
"news:EZIC_ATTACK1_NOGIFT","Markets React With Fast Selling, Instability","Sektor Pasar Mengalami Ketidakstabilan"
"news:POISONING","Mysterious Poison Hospitalizes Several!","Racun Misterius Membuat Beberapa Masuk RS!"
"news:POISONING","Unnamed Immigrant Smuggles Deadly Agent","Imigran Anonim Menyelundupkan Agen Pembunuh"
"news:MARKED_DIPLOMAT","Top-Level Talks Called","Juru Bicara Tingkat Tinggi Ditelepon"
"news:MARKED_DIPLOMAT","Grestin Territory Remains Dividing Issue","Wilayah Grestin Mempunyai Isu yang Terbagi"
"news:DIPLOMAT_SWAPPED","Kolechians Are Crazy","Kolechia Menggila"
"news:DIPLOMAT_SWAPPED","Bizarre Behavior From Top Negotiator Spoils Talks","Perilaku Aneh dari Negosiator Membocorkan Pembicaraan"
"news:DIPLOMAT_ORIGINAL","A Tentative Understanding","Pengertian Sementara"
"news:DIPLOMAT_ORIGINAL","Kolechian Talks Establish Common Ground","Kolechia Membicarakan dengan Membuat Alasan Umum"
"news:TALKS_BREAK_DOWN","Roadblock To Kolechian Resolution","Keputusan Pemblokiran Jalan ke Kolechia"
"news:TALKS_BREAK_DOWN","Contested City Drives Wedge","Kota yang Menggugat Mendirikan Ganjalan"
"news:BORDER_CLOSING","Grestin Checkpoint Future Uncertain","Masa Depan Pos Grestin Tidak Jelas"
"news:BORDER_CLOSING","Too Open, Too Soon?","Terlalu Dibuka, Terlalu Cepat?"
"text:language_code","en","id"
"text:language_name","ENGLISH","INDONESIA"
"text:language_author","Author","Papin Faizal"
"text:wrap_hyphen","-","-"
"text:created_by","created by Lucas Pope","dibuat oleh Lucas Pope"
"text:papers_please","Papers, please.","Tolong kertasnya."
"text:protocol_violated","Protocol Violated.","Protokol dilanggar."
"text:unauth_confiscation","Unauthorized passport confiscation","Penyitaan paspor yang tidak disahkan"
"text:missing_reason","Denial reason not given","Alasan penolakan tidak diberikan"
"text:citation_warning","WARNING ISSUED - NO PENALTY","PERINGATAN DIBERIKAN - TANPA PINALTI"
"text:citation_lastwarning","LAST WARNING - NO PENALTY","PERINGATAN TERAKHIR - TANPA PINALTI"
"text:citation_penalty","PENALTY ASSESSED - $0 CREDITS","PINALTI DIBEBANKAN - $0 KREDIT"
"text:border_next","NEXT!","BERIKUTNYA!"
"text:border_bomber","FOR KOLECHIA!","UNTUK KOLECHIA!"
"text:border_comeback","COME BACK AT 6AM TOMORROW","KEMBALI BESOK JAM 6 PAGI"
"text:border_announce0","ENTRY IS NOT GUARANTEED","IZIN TIDAK PASTI DIBERIKAN"
"text:border_announce1","HAVE YOUR DOCUMENTS READY","SIAPKAN DOKUMEN ANDA"
"text:border_announce2","ARSTOTZKA WELCOMES YOU","ARSTOTZKA MENERIMA ANDA"
"text:border_guardout","OUT!","KELUAR!"
"text:border_elisa","ELISA!","ELISA!"
"text:family_son_budget","SON","ANAK"
"text:family_wife_budget","WIFE","ISTRI"
"text:family_niece_budget","NIECE","KEPONAKAN"
"text:family_uncle_budget","UNCLE","PAMAN"
"text:family_mil_budget","MIL","MERTUA"
"text:family_son_status","Son","Anak"
"text:family_wife_status","Wife","Istri"
"text:family_niece_status","Niece","Keponakan"
"text:family_uncle_status","Uncle","Paman"
"text:family_mil_status","Mother-in-law","Ibu Mertua"
"text:family_son_message","son","anak"
"text:family_wife_message","wife","istri"
"text:family_niece_message","niece","keponakan"
"text:family_uncle_message","uncle","paman"
"text:family_mil_message","mother-in-law","ibu mertua"
"text:night_endof","END OF","AKHIR DARI"
"text:night_day","DAY $0","HARI $0"
"text:family_verysick_1","Your $0 will die without medicine.","Tanpa obat, $0mu akan mati."
"text:family_verysick_many","Very sick family members will die without medicine.","Anggota keluarga yang sakit parah akan mati tanpa obat."
"text:family_sick_1","Your $0 is sick and needs medicine.","Karena sedang sakit, $0mu butuh obat."
"text:family_sick_many","Your family needs medicine.","Keluargamu butuh obat."
"text:family_died_1","Your $0 has died.","Ada anggota keluargamu yang meninggal, yaitu $0mu."
"text:family_died_2","Your $0 and $1 have died.","Ada anggota keluargamu yang meninggal, yaitu $0 dan $1mu."
"text:family_died_3","Your $0, $1, and $2 have died.","Ada anggota keluargamu yang meninggal, yaitu $0, $1, dan $2mu."
"text:family_died_4","Your $0, $1, $2, and $3 have died.","Ada anggota keluargamu yang meninggal, yaitu $0, $1, $2, dan $3mu."
"text:family_died_5","Your $0, $1, $2, $3, and $4 have died.","Ada anggota keluargamu yang meninggal, yaitu $0, $1, $2, $3, dan $4mu."
"text:family_escape_with_0","You leave behind everything.","Anda meninggalkan semuanya."
"text:family_escape_with_1","You gather your $0 to leave for Obristan.","Anda pergi ke Obristan bersama $0mu."
"text:family_escape_with_2","You gather your $0 and $1 to leave for Obristan.","Anda pergi ke Obristan bersama $0 dan $1mu."
"text:family_escape_with_3","You gather your $0, $1, and $2 to leave for Obristan.","Anda pergi ke Obristan bersama $0, $1, dan $2mu."
"text:family_escape_with_4","You gather your $0, $1, $2, and $3 to leave for Obristan.","Anda pergi ke Obristan bersama $0, $1, $2, dan $3mu."
"text:family_escape_with_5","You gather your $0, $1, $2, $3, and $4 to leave for Obristan.","Anda pergi ke Obristan bersama $0, $1, $2, $3, dan $4mu."
"text:family_escape_without_1","Your $0 prepares to return to Nirsk.","Ada yang bersiap untuk kembali ke Nirsk, yaitu $0mu."
"text:family_escape_without_2","Your $0 and $1 prepare to return to Nirsk.","Ada yang bersiap untuk kembali ke Nirsk, yaitu $0 dan $1mu."
"text:family_escape_without_3","Your $0, $1, and $2 prepare to return to Nirsk.","Ada yang bersiap untuk kembali ke Nirsk, yaitu $0, $1, dan $2mu."
"text:family_escape_without_4","Your $0, $1, $2, and $3 prepare to return to Nirsk.","Ada yang bersiap untuk kembali ke Nirsk, yaitu $0, $1, $2, and $3mu."
"text:family_escape_without_5","Your $0, $1, $2, $3, and $4 prepare to return to Nirsk.","Ada yang bersiap untuk kembali ke Nirsk, yaitu $0, $1, $2, $3, dan $4mu."
"text:family_flee_final_0","Obristan Above All","Obristan Diatas Segalanya"
"text:family_flee_final_1","The safety of your $0 is unknown.","Keselamatan $0mu tidak diketahui."
"text:family_flee_final_2","The safety of your $0 and $1 is unknown.","Keselamatan $0 dan $1mu tidak diketahui."
"text:family_flee_final_3","The safety of your $0, $1, and $2 is unknown.","Keselamatan $0, $1, dan $2mu tidak diketahui."
"text:family_flee_final_4","The safety of your $0, $1, $2, and $3 is unknown.","Keselematan $0, $1, $2, dan $3mu tidak diketahui."
"text:family_flee_final_5","The safety of your $0, $1, $2, $3, and $4 is unknown.","Keselamatan $0, $1, $2, $3, dan $4mu tidak diketahui."
"text:budget_savings","SAVINGS","SIMPANAN"
"text:budget_salary","SALARY ($0)","GAJI ($0)"
"text:budget_penalties","PENALTIES ($0)","PINALTI ($0)"
"text:budget_bribes","BRIBES","UANG SUAP"
"text:budget_rent","RENT","SEWA"
"text:budget_food","FOOD","MAKANAN"
"text:budget_heat","HEAT","KEHANGATAN"
"text:budget_medicine","MEDICINE ($0)","OBAT ($0)"
"text:budget_sleep","SLEEP","TIDUR"
"text:budget_escape","ESCAPE","KABUR"
"text:menu_back","BACK","KEMBALI"
"text:confirm_ok","OKAY","OKE"
"text:confirm_cancel","CANCEL","BATAL"
"text:menu_mainmenu","MAIN MENU","MENU UTAMA"
"text:menu_resume","RESUME","LANJUTKAN"
"text:menu_quit","QUIT","KELUAR"
"text:menu_done","DONE","SELESAI"
"text:menu_story","STORY","CERITA"
"text:menu_endless","ENDLESS","TANPA BATAS"
"text:menu_play","PLAY","MAIN"
"text:menu_fullscreen","Fullscreen","Layar Penuh"
"text:menu_nudity","Nudity","Telanjang"
"text:menu_easy","Easy Mode","Mode Mudah"
"text:menu_music","Music","Musik"
"text:menu_sound","Sound","Suara"
"text:menu_dateformat","Date Format","Format Tanggal"
"text:menu_language","Language","Bahasa"
"text:menu_easytip","+ 20 credits per day","+ 20 kredit per hari"
"text:menu_stats","STATS","STATUS"
"text:menu_next","NEXT","SELANJUTNYA"
"text:menu_walktowork","WALK TO WORK","PERGI KERJA"
"text:menu_paused","PAUSED","DIJEDA"
"text:menu_settings","SETTINGS","PENGATURAN"
"text:menu_credits","CREDITS","KREDIT"
"text:menu_checkforupdates","CHECK FOR UPDATES","CEK PEMBARUAN"
"text:stats_text","Played for $time
$processed travelers processed
$approved approved
$denied denied
$detained detained
$citations citations earned
$stamps stamps applied
Ending $endnum of $endtotal","Bermain selama $time
$processed wisatawan diproses
$approved disetujui
$denied ditolak
$detained ditahan
$citations peringatan diterima
$stamps paspor distempel
Akhir ke-$endnum dari $endtotal"
"text:steam_noinit","STEAM CONNECTION FAILED

If this problem persists, re-install the Steam client.","GAGAL KONEKSI KE STEAM

Jika masalah ini berlanjut, pasang ulang klien Steam."
"text:steam_restartfailed","STEAM RESTART FAILED

If this problem persists, re-install the Steam client.","GAGAL MEMULAI ULANG STEAM

Jika masalah ini berlanjut, pasang ulang klien Steam."
"text:steam_noconnect","STEAM CONNECTION FAILED

The game will attempt to restart through the Steam client.","GAGAL KONEKSI KE STEAM

Permainan ini akan mencoba memulai ulang melalui klien Steam."
"text:steam_restart","RESTART","MULAI ULANG"
"text:load_title","Select day to continue or start a new game","Pilih hari untuk melanjutkan atau mulai permainan baru"
"text:load_confirm_delete_single","Delete this day $0 save?

There is no undo.","Hapus penyimpanan di hari ke-$0 ini?

Tidak dapat dikembalikan setelah dihapus."
"text:load_confirm_delete_multi","Delete this save branch from day $0 to day $1?

There is no undo.","Hapus kumpulan penyimpanan di hari ke-$0 sampai hari ke-$1?

Tidak dapat dikembalikan setelah dihapus."
"text:load_delete","DELETE","HAPUS"
"text:load_confirm_full","Save tracks full.

Continue from a right-most save or delete a save branch to free up a track.","Tempat penyimpanan penuh.

Lanjutkan dari penyimpanan yang paling kanan atau hapus kumpulan simpanan untuk membebaskan ruang."
"text:load_summary","Day $day
""$news""

$savings credits, $family family members,
$tokens tokens, apartment $apt","Hari $day
""$news""

$savings kredit, $family anggota keluarga,
$tokens token, apartemen $apt"
"text:load_continue","CONTINUE","LANJUTKAN"
"text:emotion_happy","HAPPY","SENANG"
"text:emotion_ok","OK","OKE"
"text:emotion_sad","SAD","SEDIH"
"text:emotion_cold","COLD","DEMAM"
"text:emotion_sick","SICK","SAKIT"
"text:emotion_verysick","VERY SICK","SAKIT PARAH"
"text:emotion_dead","DEAD","MENINGGAL"
"text:emotion_hungry","HUNGRY","LAPAR"
"text:load_latest","LATEST","TERBARU"
"text:entry_approved","ENTRY GRANTED","IZIN DIBERIKAN"
"text:entry_denied","ENTRY DENIED","IZIN DITOLAK"
"text:stamp_approved","APPROVED","DISETUJUI"
"text:stamp_denied","DENIED","DITOLAK"
"text:stamp_reason","REASON","ALASAN"
"text:booth_dragdocs","DRAG DOCUMENTS HERE","LETAKKAN DOKUMEN DISINI"
"text:booth_highlight","HIGHLIGHT DISCREPANCIES","TANDAI PERBEDAAN"
"text:booth_discrepancy","DISCREPANCY
DETECTED","PELANGGARAN
TERDETEKSI"
"text:booth_interrogate","INTERROGATE","INTEROGASI"
"text:booth_matching","MATCHING
DATA","DATA
SAMA"
"text:booth_nocorrelation","NO
CORRELATION","TIDAK ADA
HUBUNGAN"
"text:booth_cleared","DISCREPANCY
CLEARED","PELANGGARAN
DISELESAIKAN"
"text:env_clearforentry","Applicant clear for entry","Pemohon tidak mempunyai kesalahan"
